breedID,speciesID,fname,breed_name
37,2,303,yorkshire terrier
34,1,304,Sphynx
13,2,305,english cocker spaniel
11,2,306,chihuahua
9,2,307,boxer
4,2,308,basset hound
35,2,309,staffordshire bull terrier
36,2,310,wheaten terrier
16,2,311,great pyrenees
11,2,312,chihuahua
13,2,313,english cocker spaniel
2,2,314,american bulldog
4,2,315,basset hound
33,1,316,Siamese
26,2,317,pug
22,2,318,miniature pinscher
19,2,319,keeshond
14,2,320,english setter
17,2,321,havanese
13,2,322,english cocker spaniel
37,2,323,yorkshire terrier
28,1,324,Russian Blue
3,2,325,american pit bull terrier
14,2,326,english setter
31,2,327,scottish terrier
3,2,328,american pit bull terrier
30,2,329,samoyed
37,2,330,yorkshire terrier
1,1,331,Abyssinian
1,1,332,Abyssinian
23,2,333,newfoundland
2,2,334,american bulldog
7,1,335,Birman
13,2,336,english cocker spaniel
1,1,337,Abyssinian
13,2,338,english cocker spaniel
37,2,339,yorkshire terrier
29,2,340,saint bernard
18,2,341,japanese chin
37,2,342,yorkshire terrier
12,1,343,Egyptian Mau
19,2,344,keeshond
29,2,345,saint bernard
2,2,346,american bulldog
29,2,347,saint bernard
14,2,348,english setter
8,1,349,Bombay
13,2,350,english cocker spaniel
3,2,351,american pit bull terrier
26,2,352,pug
30,2,353,samoyed
5,2,354,beagle
22,2,355,miniature pinscher
17,2,356,havanese
27,1,357,Ragdoll
16,2,358,great pyrenees
33,1,359,Siamese
30,2,360,samoyed
24,1,361,Persian
3,2,362,american pit bull terrier
29,2,363,saint bernard
13,2,364,english cocker spaniel
35,2,365,staffordshire bull terrier
12,1,366,Egyptian Mau
19,2,367,keeshond
4,2,368,basset hound
7,1,369,Birman
7,1,370,Birman
5,2,371,beagle
7,1,372,Birman
1,1,373,Abyssinian
31,2,374,scottish terrier
28,1,375,Russian Blue
25,2,376,pomeranian
9,2,377,boxer
22,2,378,miniature pinscher
14,2,379,english setter
20,2,380,leonberger
31,2,381,scottish terrier
27,1,382,Ragdoll
12,1,383,Egyptian Mau
30,2,384,samoyed
7,1,385,Birman
10,1,386,British Shorthair
1,1,387,Abyssinian
36,2,388,wheaten terrier
23,2,389,newfoundland
6,1,390,Bengal
23,2,391,newfoundland
23,2,392,newfoundland
1,1,393,Abyssinian
18,2,394,japanese chin
21,1,395,Maine Coon
19,2,396,keeshond
25,2,397,pomeranian
9,2,398,boxer
17,2,399,havanese
21,1,400,Maine Coon
32,2,401,shiba inu
25,2,402,pomeranian
8,1,403,Bombay
35,2,404,staffordshire bull terrier
1,1,405,Abyssinian
9,2,406,boxer
21,1,407,Maine Coon
12,1,408,Egyptian Mau
26,2,409,pug
2,2,410,american bulldog
24,1,411,Persian
15,2,412,german shorthaired
21,1,413,Maine Coon
30,2,414,samoyed
34,1,415,Sphynx
31,2,416,scottish terrier
25,2,417,pomeranian
22,2,418,miniature pinscher
34,1,419,Sphynx
27,1,420,Ragdoll
13,2,421,english cocker spaniel
13,2,422,english cocker spaniel
4,2,423,basset hound
20,2,424,leonberger
5,2,425,beagle
31,2,426,scottish terrier
5,2,427,beagle
8,1,428,Bombay
21,1,429,Maine Coon
37,2,430,yorkshire terrier
9,2,431,boxer
24,1,432,Persian
8,1,433,Bombay
4,2,434,basset hound
17,2,435,havanese
8,1,436,Bombay
22,2,437,miniature pinscher
31,2,438,scottish terrier
20,2,439,leonberger
7,1,440,Birman
6,1,441,Bengal
27,1,442,Ragdoll
37,2,443,yorkshire terrier
31,2,444,scottish terrier
22,2,445,miniature pinscher
2,2,446,american bulldog
6,1,447,Bengal
3,2,448,american pit bull terrier
19,2,449,keeshond
25,2,450,pomeranian
21,1,451,Maine Coon
30,2,452,samoyed
23,2,453,newfoundland
1,1,454,Abyssinian
33,1,455,Siamese
17,2,456,havanese
8,1,457,Bombay
28,1,458,Russian Blue
5,2,459,beagle
25,2,460,pomeranian
17,2,461,havanese
28,1,462,Russian Blue
24,1,463,Persian
27,1,464,Ragdoll
31,2,465,scottish terrier
19,2,466,keeshond
12,1,467,Egyptian Mau
5,2,468,beagle
37,2,469,yorkshire terrier
28,1,470,Russian Blue
2,2,471,american bulldog
12,1,472,Egyptian Mau
30,2,473,samoyed
30,2,474,samoyed
13,2,475,english cocker spaniel
37,2,476,yorkshire terrier
1,1,477,Abyssinian
29,2,478,saint bernard
29,2,479,saint bernard
9,2,480,boxer
5,2,481,beagle
23,2,482,newfoundland
31,2,483,scottish terrier
2,2,484,american bulldog
20,2,485,leonberger
33,1,486,Siamese
29,2,487,saint bernard
30,2,488,samoyed
5,2,489,beagle
8,1,490,Bombay
27,1,491,Ragdoll
28,1,492,Russian Blue
5,2,493,beagle
11,2,494,chihuahua
24,1,495,Persian
2,2,496,american bulldog
28,1,497,Russian Blue
17,2,498,havanese
5,2,499,beagle
34,1,500,Sphynx
1,1,501,Abyssinian
24,1,502,Persian
15,2,503,german shorthaired
14,2,504,english setter
9,2,505,boxer
19,2,506,keeshond
14,2,507,english setter
28,1,508,Russian Blue
7,1,509,Birman
34,1,510,Sphynx
9,2,511,boxer
16,2,512,great pyrenees
21,1,513,Maine Coon
27,1,514,Ragdoll
16,2,515,great pyrenees
16,2,516,great pyrenees
11,2,517,chihuahua
9,2,518,boxer
23,2,519,newfoundland
36,2,520,wheaten terrier
27,1,521,Ragdoll
4,2,522,basset hound
22,2,523,miniature pinscher
2,2,524,american bulldog
29,2,525,saint bernard
34,1,526,Sphynx
13,2,527,english cocker spaniel
8,1,528,Bombay
14,2,529,english setter
35,2,530,staffordshire bull terrier
25,2,531,pomeranian
1,1,532,Abyssinian
34,1,533,Sphynx
16,2,534,great pyrenees
16,2,535,great pyrenees
9,2,536,boxer
6,1,537,Bengal
15,2,538,german shorthaired
6,1,539,Bengal
19,2,540,keeshond
21,1,541,Maine Coon
35,2,542,staffordshire bull terrier
29,2,543,saint bernard
15,2,544,german shorthaired
2,2,545,american bulldog
16,2,546,great pyrenees
32,2,547,shiba inu
22,2,548,miniature pinscher
5,2,549,beagle
18,2,550,japanese chin
17,2,551,havanese
30,2,552,samoyed
20,2,553,leonberger
12,1,554,Egyptian Mau
23,2,555,newfoundland
37,2,556,yorkshire terrier
20,2,557,leonberger
24,1,558,Persian
4,2,559,basset hound
25,2,560,pomeranian
22,2,561,miniature pinscher
30,2,562,samoyed
31,2,563,scottish terrier
13,2,564,english cocker spaniel
26,2,565,pug
18,2,566,japanese chin
28,1,567,Russian Blue
36,2,568,wheaten terrier
35,2,569,staffordshire bull terrier
10,1,570,British Shorthair
7,1,571,Birman
10,1,572,British Shorthair
10,1,573,British Shorthair
11,2,574,chihuahua
28,1,575,Russian Blue
33,1,576,Siamese
1,1,577,Abyssinian
15,2,578,german shorthaired
26,2,579,pug
31,2,580,scottish terrier
31,2,581,scottish terrier
13,2,582,english cocker spaniel
19,2,583,keeshond
6,1,584,Bengal
30,2,585,samoyed
22,2,586,miniature pinscher
2,2,587,american bulldog
22,2,588,miniature pinscher
14,2,589,english setter
3,2,590,american pit bull terrier
26,2,591,pug
17,2,592,havanese
33,1,593,Siamese
35,2,594,staffordshire bull terrier
10,1,595,British Shorthair
30,2,596,samoyed
15,2,597,german shorthaired
36,2,598,wheaten terrier
32,2,599,shiba inu
36,2,600,wheaten terrier
26,2,601,pug
35,2,602,staffordshire bull terrier
33,1,603,Siamese
28,1,604,Russian Blue
20,2,605,leonberger
5,2,606,beagle
3,2,607,american pit bull terrier
32,2,608,shiba inu
7,1,609,Birman
3,2,610,american pit bull terrier
15,2,611,german shorthaired
16,2,612,great pyrenees
6,1,613,Bengal
30,2,614,samoyed
26,2,615,pug
9,2,616,boxer
3,2,617,american pit bull terrier
1,1,618,Abyssinian
23,2,619,newfoundland
35,2,620,staffordshire bull terrier
36,2,621,wheaten terrier
6,1,622,Bengal
15,2,623,german shorthaired
7,1,624,Birman
28,1,625,Russian Blue
2,2,626,american bulldog
24,1,627,Persian
10,1,628,British Shorthair
12,1,629,Egyptian Mau
28,1,630,Russian Blue
14,2,631,english setter
25,2,632,pomeranian
24,1,633,Persian
20,2,634,leonberger
21,1,635,Maine Coon
6,1,636,Bengal
26,2,637,pug
28,1,638,Russian Blue
20,2,639,leonberger
9,2,640,boxer
34,1,641,Sphynx
34,1,642,Sphynx
10,1,643,British Shorthair
25,2,644,pomeranian
27,1,645,Ragdoll
32,2,646,shiba inu
9,2,647,boxer
16,2,648,great pyrenees
28,1,649,Russian Blue
12,1,650,Egyptian Mau
24,1,651,Persian
3,2,652,american pit bull terrier
28,1,653,Russian Blue
4,2,654,basset hound
25,2,655,pomeranian
11,2,656,chihuahua
32,2,657,shiba inu
16,2,658,great pyrenees
34,1,659,Sphynx
36,2,660,wheaten terrier
22,2,661,miniature pinscher
7,1,662,Birman
16,2,663,great pyrenees
15,2,664,german shorthaired
21,1,665,Maine Coon
23,2,666,newfoundland
9,2,667,boxer
4,2,668,basset hound
25,2,669,pomeranian
32,2,670,shiba inu
32,2,671,shiba inu
28,1,672,Russian Blue
15,2,673,german shorthaired
31,2,674,scottish terrier
16,2,675,great pyrenees
18,2,676,japanese chin
22,2,677,miniature pinscher
33,1,678,Siamese
9,2,679,boxer
19,2,680,keeshond
23,2,681,newfoundland
21,1,682,Maine Coon
35,2,683,staffordshire bull terrier
28,1,684,Russian Blue
24,1,685,Persian
36,2,686,wheaten terrier
25,2,687,pomeranian
8,1,688,Bombay
27,1,689,Ragdoll
34,1,690,Sphynx
17,2,691,havanese
7,1,692,Birman
4,2,693,basset hound
5,2,694,beagle
12,1,695,Egyptian Mau
17,2,696,havanese
20,2,697,leonberger
33,1,698,Siamese
34,1,699,Sphynx
5,2,700,beagle
29,2,701,saint bernard
21,1,702,Maine Coon
27,1,703,Ragdoll
25,2,704,pomeranian
35,2,705,staffordshire bull terrier
3,2,706,american pit bull terrier
31,2,707,scottish terrier
22,2,708,miniature pinscher
13,2,709,english cocker spaniel
28,1,710,Russian Blue
26,2,711,pug
34,1,712,Sphynx
16,2,713,great pyrenees
1,1,714,Abyssinian
4,2,715,basset hound
21,1,716,Maine Coon
7,1,717,Birman
26,2,718,pug
13,2,719,english cocker spaniel
18,2,720,japanese chin
18,2,721,japanese chin
23,2,722,newfoundland
25,2,723,pomeranian
19,2,724,keeshond
37,2,725,yorkshire terrier
5,2,726,beagle
30,2,727,samoyed
33,1,728,Siamese
35,2,729,staffordshire bull terrier
8,1,730,Bombay
21,1,731,Maine Coon
11,2,732,chihuahua
36,2,733,wheaten terrier
19,2,734,keeshond
31,2,735,scottish terrier
26,2,736,pug
27,1,737,Ragdoll
6,1,738,Bengal
36,2,739,wheaten terrier
14,2,740,english setter
7,1,741,Birman
11,2,742,chihuahua
5,2,743,beagle
36,2,744,wheaten terrier
36,2,745,wheaten terrier
19,2,746,keeshond
15,2,747,german shorthaired
6,1,748,Bengal
26,2,749,pug
2,2,750,american bulldog
23,2,751,newfoundland
24,1,752,Persian
37,2,753,yorkshire terrier
37,2,754,yorkshire terrier
19,2,755,keeshond
36,2,756,wheaten terrier
2,2,757,american bulldog
5,2,758,beagle
19,2,759,keeshond
33,1,760,Siamese
17,2,761,havanese
25,2,762,pomeranian
21,1,763,Maine Coon
32,2,764,shiba inu
1,1,765,Abyssinian
34,1,766,Sphynx
30,2,767,samoyed
34,1,768,Sphynx
25,2,769,pomeranian
16,2,770,great pyrenees
31,2,771,scottish terrier
26,2,772,pug
16,2,773,great pyrenees
29,2,774,saint bernard
26,2,775,pug
2,2,776,american bulldog
37,2,777,yorkshire terrier
19,2,778,keeshond
27,1,779,Ragdoll
28,1,780,Russian Blue
2,2,781,american bulldog
23,2,782,newfoundland
20,2,783,leonberger
18,2,784,japanese chin
18,2,785,japanese chin
9,2,786,boxer
6,1,787,Bengal
24,1,788,Persian
4,2,789,basset hound
19,2,790,keeshond
27,1,791,Ragdoll
29,2,792,saint bernard
22,2,793,miniature pinscher
7,1,794,Birman
20,2,795,leonberger
24,1,796,Persian
8,1,797,Bombay
6,1,798,Bengal
6,1,799,Bengal
29,2,800,saint bernard
32,2,801,shiba inu
3,2,802,american pit bull terrier
12,1,803,Egyptian Mau
33,1,804,Siamese
25,2,805,pomeranian
2,2,806,american bulldog
13,2,807,english cocker spaniel
11,2,808,chihuahua
14,2,809,english setter
5,2,810,beagle
14,2,811,english setter
1,1,812,Abyssinian
19,2,813,keeshond
25,2,814,pomeranian
3,2,815,american pit bull terrier
19,2,816,keeshond
34,1,817,Sphynx
12,1,818,Egyptian Mau
25,2,819,pomeranian
21,1,820,Maine Coon
30,2,821,samoyed
29,2,822,saint bernard
1,1,823,Abyssinian
12,1,824,Egyptian Mau
12,1,825,Egyptian Mau
34,1,826,Sphynx
1,1,827,Abyssinian
1,1,828,Abyssinian
2,2,829,american bulldog
25,2,830,pomeranian
32,2,831,shiba inu
33,1,832,Siamese
24,1,833,Persian
15,2,834,german shorthaired
35,2,835,staffordshire bull terrier
35,2,836,staffordshire bull terrier
11,2,837,chihuahua
32,2,838,shiba inu
32,2,839,shiba inu
11,2,840,chihuahua
8,1,841,Bombay
12,1,842,Egyptian Mau
11,2,843,chihuahua
18,2,844,japanese chin
17,2,845,havanese
33,1,846,Siamese
6,1,847,Bengal
11,2,848,chihuahua
34,1,849,Sphynx
7,1,850,Birman
12,1,851,Egyptian Mau
37,2,852,yorkshire terrier
3,2,853,american pit bull terrier
4,2,854,basset hound
21,1,855,Maine Coon
11,2,856,chihuahua
1,1,857,Abyssinian
1,1,858,Abyssinian
33,1,859,Siamese
5,2,860,beagle
21,1,861,Maine Coon
19,2,862,keeshond
24,1,863,Persian
36,2,864,wheaten terrier
34,1,865,Sphynx
13,2,866,english cocker spaniel
1,1,867,Abyssinian
24,1,868,Persian
15,2,869,german shorthaired
1,1,870,Abyssinian
20,2,871,leonberger
27,1,872,Ragdoll
21,1,873,Maine Coon
13,2,874,english cocker spaniel
14,2,875,english setter
36,2,876,wheaten terrier
16,2,877,great pyrenees
21,1,878,Maine Coon
12,1,879,Egyptian Mau
24,1,880,Persian
35,2,881,staffordshire bull terrier
30,2,882,samoyed
10,1,883,British Shorthair
18,2,884,japanese chin
10,1,885,British Shorthair
36,2,886,wheaten terrier
32,2,887,shiba inu
26,2,888,pug
21,1,889,Maine Coon
30,2,890,samoyed
21,1,891,Maine Coon
1,1,892,Abyssinian
34,1,893,Sphynx
28,1,894,Russian Blue
12,1,895,Egyptian Mau
37,2,896,yorkshire terrier
11,2,897,chihuahua
16,2,898,great pyrenees
31,2,899,scottish terrier
12,1,900,Egyptian Mau
20,2,901,leonberger
12,1,902,Egyptian Mau
1,1,903,Abyssinian
14,2,904,english setter
35,2,905,staffordshire bull terrier
14,2,906,english setter
34,1,907,Sphynx
5,2,908,beagle
16,2,909,great pyrenees
34,1,910,Sphynx
22,2,911,miniature pinscher
28,1,912,Russian Blue
7,1,913,Birman
11,2,914,chihuahua
19,2,915,keeshond
35,2,916,staffordshire bull terrier
3,2,917,american pit bull terrier
5,2,918,beagle
18,2,919,japanese chin
11,2,920,chihuahua
24,1,921,Persian
2,2,922,american bulldog
12,1,923,Egyptian Mau
25,2,924,pomeranian
19,2,925,keeshond
19,2,926,keeshond
20,2,927,leonberger
17,2,928,havanese
17,2,929,havanese
27,1,930,Ragdoll
35,2,931,staffordshire bull terrier
10,1,932,British Shorthair
13,2,933,english cocker spaniel
23,2,934,newfoundland
2,2,935,american bulldog
9,2,936,boxer
37,2,937,yorkshire terrier
30,2,938,samoyed
31,2,939,scottish terrier
7,1,940,Birman
17,2,941,havanese
1,1,942,Abyssinian
10,1,943,British Shorthair
23,2,944,newfoundland
25,2,945,pomeranian
29,2,946,saint bernard
16,2,947,great pyrenees
7,1,948,Birman
37,2,949,yorkshire terrier
29,2,950,saint bernard
3,2,951,american pit bull terrier
16,2,952,great pyrenees
4,2,953,basset hound
5,2,954,beagle
36,2,955,wheaten terrier
16,2,956,great pyrenees
18,2,957,japanese chin
23,2,958,newfoundland
9,2,959,boxer
30,2,960,samoyed
6,1,961,Bengal
14,2,962,english setter
28,1,963,Russian Blue
3,2,964,american pit bull terrier
7,1,965,Birman
12,1,966,Egyptian Mau
21,1,967,Maine Coon
32,2,968,shiba inu
15,2,969,german shorthaired
11,2,970,chihuahua
9,2,971,boxer
9,2,972,boxer
34,1,973,Sphynx
13,2,974,english cocker spaniel
31,2,975,scottish terrier
9,2,976,boxer
1,1,977,Abyssinian
14,2,978,english setter
1,1,979,Abyssinian
21,1,980,Maine Coon
6,1,981,Bengal
24,1,982,Persian
27,1,983,Ragdoll
26,2,984,pug
22,2,985,miniature pinscher
15,2,986,german shorthaired
17,2,987,havanese
21,1,988,Maine Coon
21,1,989,Maine Coon
36,2,990,wheaten terrier
9,2,991,boxer
30,2,992,samoyed
8,1,993,Bombay
32,2,994,shiba inu
23,2,995,newfoundland
35,2,996,staffordshire bull terrier
30,2,997,samoyed
28,1,998,Russian Blue
4,2,999,basset hound
34,1,1000,Sphynx
20,2,1001,leonberger
9,2,1002,boxer
9,2,1003,boxer
35,2,1004,staffordshire bull terrier
21,1,1005,Maine Coon
21,1,1006,Maine Coon
12,1,1007,Egyptian Mau
26,2,1008,pug
32,2,1009,shiba inu
30,2,1010,samoyed
22,2,1011,miniature pinscher
4,2,1012,basset hound
15,2,1013,german shorthaired
26,2,1014,pug
20,2,1015,leonberger
29,2,1016,saint bernard
7,1,1017,Birman
14,2,1018,english setter
23,2,1019,newfoundland
32,2,1020,shiba inu
4,2,1021,basset hound
7,1,1022,Birman
2,2,1023,american bulldog
4,2,1024,basset hound
24,1,1025,Persian
34,1,1026,Sphynx
24,1,1027,Persian
27,1,1028,Ragdoll
25,2,1029,pomeranian
29,2,1030,saint bernard
23,2,1031,newfoundland
29,2,1032,saint bernard
22,2,1033,miniature pinscher
26,2,1034,pug
26,2,1035,pug
28,1,1036,Russian Blue
36,2,1037,wheaten terrier
26,2,1038,pug
27,1,1039,Ragdoll
24,1,1040,Persian
8,1,1041,Bombay
31,2,1042,scottish terrier
4,2,1043,basset hound
12,1,1044,Egyptian Mau
26,2,1045,pug
11,2,1046,chihuahua
36,2,1047,wheaten terrier
15,2,1048,german shorthaired
6,1,1049,Bengal
3,2,1050,american pit bull terrier
37,2,1051,yorkshire terrier
11,2,1052,chihuahua
7,1,1053,Birman
33,1,1054,Siamese
11,2,1055,chihuahua
4,2,1056,basset hound
29,2,1057,saint bernard
32,2,1058,shiba inu
7,1,1059,Birman
7,1,1060,Birman
21,1,1061,Maine Coon
5,2,1062,beagle
13,2,1063,english cocker spaniel
34,1,1064,Sphynx
20,2,1065,leonberger
2,2,1066,american bulldog
2,2,1067,american bulldog
10,1,1068,British Shorthair
27,1,1069,Ragdoll
8,1,1070,Bombay
25,2,1071,pomeranian
25,2,1072,pomeranian
11,2,1073,chihuahua
25,2,1074,pomeranian
26,2,1075,pug
5,2,1076,beagle
28,1,1077,Russian Blue
15,2,1078,german shorthaired
12,1,1079,Egyptian Mau
27,1,1080,Ragdoll
31,2,1081,scottish terrier
33,1,1082,Siamese
16,2,1083,great pyrenees
10,1,1084,British Shorthair
22,2,1085,miniature pinscher
6,1,1086,Bengal
28,1,1087,Russian Blue
10,1,1088,British Shorthair
13,2,1089,english cocker spaniel
3,2,1090,american pit bull terrier
26,2,1091,pug
27,1,1092,Ragdoll
14,2,1093,english setter
26,2,1094,pug
17,2,1095,havanese
20,2,1096,leonberger
10,1,1097,British Shorthair
29,2,1098,saint bernard
14,2,1099,english setter
21,1,1100,Maine Coon
33,1,1101,Siamese
3,2,1102,american pit bull terrier
17,2,1103,havanese
24,1,1104,Persian
18,2,1105,japanese chin
10,1,1106,British Shorthair
19,2,1107,keeshond
13,2,1108,english cocker spaniel
25,2,1109,pomeranian
7,1,1110,Birman
10,1,1111,British Shorthair
23,2,1112,newfoundland
27,1,1113,Ragdoll
36,2,1114,wheaten terrier
19,2,1115,keeshond
36,2,1116,wheaten terrier
24,1,1117,Persian
20,2,1118,leonberger
37,2,1119,yorkshire terrier
35,2,1120,staffordshire bull terrier
6,1,1121,Bengal
26,2,1122,pug
31,2,1123,scottish terrier
11,2,1124,chihuahua
3,2,1125,american pit bull terrier
36,2,1126,wheaten terrier
32,2,1127,shiba inu
14,2,1128,english setter
29,2,1129,saint bernard
36,2,1130,wheaten terrier
5,2,1131,beagle
34,1,1132,Sphynx
5,2,1133,beagle
8,1,1134,Bombay
26,2,1135,pug
